,Дата,Менеджер,Звонков совершено,Звонков успешных,Средняя длительность звонка,"Время на линии за день, минут",Количество активных сделок,Количество сделок без задач,Количество просроченных задач,Сделок создано,Встреч назначено,"Кол-во компаний, перешедших на сл этап сделки",Подписано NDA,Подписано договоров,Звонков всего,Разговор состоялся,Говорили с секретарем,Обход секретаря совершён,Секретарь перевел звонок,Контакт получен,Говорили с ЛПР,ЛПР заинтересован,Встреча назначена,Договорились подписать НДА,Договорились подписать Договор,договорились показать кандидатов,кол-во выявл потребн (чел),Нас отправили на почту (КП)
185,2022-03-29,dce5a5e0,30,16,2:04,47,328,0,0,2,,2,,,30,16,14,2,8,2,3,10,0,0,0,1,2,6
186,2022-03-29,18183ed9,77,28,1:34,72,104,0,0,24,,13,,,77,28,22,13,11,10,3,0,0,0,0,0,0,7
187,2022-03-29,9fd16759,73,14,1:16,57,79,0,0,11,,1,,,73,14,11,7,5,8,3,0,0,0,0,0,0,0
188,2022-03-30,daaa308c,15,13,1:56,33,687,0,0,2,,,,,15,13,9,5,2,2,2,2,0,0,0,0,0,3
189,2022-03-30,65f27eeb,56,24,1:54,81,201,0,0,26,,,,,56,24,20,6,7,10,3,2,0,0,0,0,0,5
190,2022-03-30,cb3f2d09,52,23,1:41,65,99,0,0,11,,,,,52,23,22,1,5,9,8,1,0,0,0,0,0,8
191,2022-03-30,dce5a5e0,30,17,1:32,33,317,0,0,0,,,,,30,17,9,1,5,2,10,12,1,0,0,0,0,1
192,2022-03-30,18183ed9,60,27,2:02,81,107,0,0,13,,,,,60,27,18,11,10,11,8,3,0,0,0,0,0,9
193,2022-03-30,9fd16759,54,18,1:29,55,90,0,0,11,,,,,54,18,13,5,5,10,3,0,0,0,0,0,0,0
194,2022-03-31,daaa308c,15,12,1:49,79,687,0,0,0,,2,,,15,12,10,5,4,1,1,2,0,0,0,0,0,2
195,2022-03-31,65f27eeb,55,33,2:18,107,213,0,0,22,,1,,,55,33,28,7,9,14,2,6,0,0,0,0,0,5
196,2022-03-31,cb3f2d09,42,17,1:46,53,115,0,0,20,,3,,,42,17,12,1,4,13,5,1,0,0,0,0,0,7
197,2022-03-31,dce5a5e0,28,19,2:25,53,314,0,0,0,,2,,,28,19,14,2,6,6,6,14,0,0,0,0,0,6
198,2022-03-31,18183ed9,62,23,1:33,68,119,0,0,17,,8,,,62,23,15,12,4,13,3,0,0,0,0,0,0,4
199,2022-03-31,9fd16759,67,18,1:37,74,106,0,0,16,,0,,,67,18,17,13,6,13,5,0,0,0,0,0,0,0
200,2022-04-01,daaa308c,15,12,1:28,20,687,0,0,0,,1,,,15,12,9,7,6,4,3,5,0,0,0,0,0,1
201,2022-04-01,65f27eeb,33,14,2:59,89,204,0,0,18,,1,,,33,14,9,1,2,5,2,2,0,0,0,0,0,2
202,2022-04-01,cb3f2d09,44,26,2:30,99,110,0,0,16,,3,,,44,26,23,0,15,2,3,1,0,0,0,0,1,1
203,2022-04-01,dce5a5e0,52,22,2:40,18,315,0,0,12,,0,,,52,22,15,9,9,12,2,0,0,0,0,0,0,3
204,2022-04-01,18183ed9,70,14,1:37,46,124,0,0,14,,4,,,70,14,12,7,2,7,1,0,0,0,0,0,0,0
205,2022-04-01,9fd16759,16,5,1:19,58,117,0,0,12,,2,,,16,5,3,0,0,0,2,2,1,1,1,0,0,0
206,2022-04-04,daaa308c,15,9,2:04,22,688,0,0,2,,4,,,15,9,8,4,3,1,0,3,0,0,0,0,0,2
207,2022-04-04,65f27eeb,26,22,2:11,52,205,0,0,10,,0,,,26,22,18,6,6,12,4,3,0,0,0,0,0,5
208,2022-04-04,cb3f2d09,50,21,1:55,76,107,0,0,6,,3,,,50,21,13,3,6,5,10,3,0,0,0,0,0,6
209,2022-04-04,18183ed9,59,31,1:34,80,142,0,0,23,,14,,,59,31,26,6,9,9,6,0,0,0,0,0,0,0
210,2022-04-04,9fd16759,66,18,1:51,68,126,0,0,9,,2,,,66,18,14,11,10,9,5,2,0,0,0,0,0,0
211,2022-04-05,daaa308c,16,9,2:01,24,687,0,0,0,,4,,,16,9,7,5,5,2,1,3,0,0,0,0,0,2
212,2022-04-05,65f27eeb,62,19,1:30,37,224,0,0,25,,0,,,62,19,12,2,2,6,4,4,0,0,0,0,0,4
213,2022-04-05,cb3f2d09,88,26,1:34,84,112,0,0,16,,0,,,88,26,20,2,9,5,9,0,0,0,0,0,0,1
214,2022-04-05,18183ed9,74,17,1:22,48,169,0,0,38,,21,,,74,17,7,3,2,4,6,4,0,0,0,0,0,4
215,2022-04-05,9fd16759,74,16,1:18,44,147,0,0,24,,0,,,74,16,11,10,9,10,4,0,0,0,0,0,0,0
216,2022-04-06,daaa308c,15,11,2:56,46,688,0,0,1,,2,,,15,11,8,3,2,1,5,7,0,0,1,1,2,1
217,2022-04-06,65f27eeb,105,42,1:22,76,198,0,0,26,,0,,,105,42,32,4,7,16,4,11,0,0,0,0,0,1
218,2022-04-06,cb3f2d09,123,33,1:13,101,107,0,0,34,,2,,,123,33,24,4,9,15,17,5,0,0,0,0,0,2
219,2022-04-06,18183ed9,99,35,1:21,80,172,0,0,53,,2,,,99,35,22,7,7,9,8,2,0,0,0,0,0,3
220,2022-04-06,9fd16759,83,17,1:17,55,146,0,0,2,,2,,,83,17,14,12,12,11,6,2,0,0,0,0,0,0
221,2022-04-07,daaa308c,11,6,1:13,9,689,0,0,0,,0,,,11,6,6,3,2,0,0,2,0,0,0,0,0,2
222,2022-04-07,65f27eeb,16,11,2:12,28,190,0,0,0,,0,,,16,11,8,1,2,4,3,3,0,0,0,0,0,1
223,2022-04-07,cb3f2d09,33,10,1:15,22,144,0,0,2,,0,,,33,10,10,6,0,4,4,0,0,0,0,0,0,1
224,2022-04-07,18183ed9,27,10,1:42,33,163,0,0,1,,0,,,27,10,5,1,1,1,4,4,0,0,0,0,0,4
225,2022-04-07,9fd16759,37,7,1:20,18,145,0,0,14,,0,,,37,7,4,1,1,2,2,0,0,0,0,0,0,0
226,2022-04-08,daaa308c,15,12,1:09,23,689,0,0,0,,4,,,15,12,8,5,4,2,4,2,1,0,0,0,0,2
227,2022-04-08,65f27eeb,40,31,1:47,85,181,0,0,1,,0,,,40,31,21,2,7,10,12,10,0,0,0,0,0,6
228,2022-04-08,cb3f2d09,61,23,2:24,76,134,0,0,0,,3,,,61,23,20,1,8,10,9,6,0,1,1,0,1,8
229,2022-04-08,18183ed9,72,27,1:40,85,157,0,0,2,,0,,,72,27,14,4,3,8,7,3,0,0,0,0,0,4
230,2022-04-08,9fd16759,76,15,1:17,55,135,0,0,1,,0,,,76,15,7,7,7,9,8,3,0,0,0,0,0,0
231,2022-04-11,daaa308c,14,11,1:31,30,690,0,0,1,,2,,,14,11,4,1,1,0,5,1,1,0,0,0,5,1
232,2022-04-11,65f27eeb,32,26,2:30,75,174,0,0,0,,0,,,32,26,21,7,10,6,7,1,0,0,0,0,0,6
233,2022-04-11,cb3f2d09,47,24,1:50,84,139,0,0,0,,0,,,47,24,19,2,14,16,7,5,0,0,0,0,0,4
234,2022-04-11,18183ed9,40,24,2:23,71,163,0,0,0,,0,,,40,24,21,7,10,7,10,5,0,0,0,0,0,7
235,2022-04-11,9fd16759,43,19,2:05,66,140,,0,0,,0,,,43,19,4,1,1,11,5,2,0,0,0,0,0,0
236,2022-04-12,daaa308c,18,14,2:08,32,690,0,0,0,,6,,,18,14,9,6,6,1,0,0,0,0,0,0,0,1
237,2022-04-12,65f27eeb,30,22,2:59,80,166,0,0,1,,1,,,30,22,17,3,10,4,12,11,0,0,0,0,0,5
238,2022-04-12,cb3f2d09,35,14,1:22,48,129,0,0,0,0,0,,,35,14,7,0,7,11,8,5,0,0,0,0,0,0
239,2022-04-12,18183ed9,56,26,1:39,68,152,0,0,0,0,0,,,56,26,22,6,7,8,8,2,0,0,0,0,0,2
240,2022-04-12,9fd16759,63,20,1:23,61,156,0,0,18,0,0,,,63,20,12,6,6,13,3,2,0,0,0,0,0,0
241,2022-04-13,daaa308c,17,13,2:06,40,691,0,0,1,0,3,,,17,13,6,6,5,0,4,1,0,0,0,0,0,2
242,2022-04-13,65f27eeb,17,14,1:58,31,164,0,0,2,0,3,,,17,14,8,1,5,3,8,5,0,0,0,0,0,2
243,2022-04-13,cb3f2d09,19,12,2:26,42,129,0,0,1,0,0,,,19,12,10,0,4,4,4,1,0,0,0,0,3,1
244,2022-04-13,18183ed9,16,12,2:45,38,149,0,0,1,0,2,,,16,12,10,3,6,4,5,4,0,0,0,0,0,4
245,2022-04-13,9fd16759,34,9,2:08,36,155,0,0,0,0,0,,,34,9,9,3,1,3,0,0,0,0,0,0,0,0
246,2022-04-14,daaa308c,15,12,1:27,17,688,0,0,0,0,2,,,15,12,5,2,2,1,4,2,0,0,0,0,1,0
247,2022-04-14,65f27eeb,49,31,1:49,76,145,0,0,0,0,0,,,49,31,20,3,10,3,16,8,0,0,0,0,0,5
248,2022-04-14,cb3f2d09,52,26,2:06,96,126,0,0,0,0,3,,,52,26,26,1,17,9,8,6,0,0,0,0,3,5
249,2022-04-14,18183ed9,36,20,2:01,58,143,0,0,1,0,1,,,36,20,17,2,11,6,9,8,0,0,0,0,0,8
250,2022-04-14,9fd16759,60,23,1:54,70,157,0,0,6,0,1,,,60,23,18,12,9,13,5,2,0,0,0,0,0,0
251,2022-04-15,daaa308c,0,0,0,0,688,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,2022-04-15,65f27eeb,0,0,0,0,145,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2022-04-15,cb3f2d09,51,24,1:39,62,146,0,0,25,0,2,,,51,24,23,0,11,9,6,2,0,0,0,0,0,9
254,2022-04-15,18183ed9,52,27,1:50,67,156,0,0,24,0,3,,,52,27,21,1,10,10,6,4,0,0,0,0,0,9
255,2022-04-15,9fd16759,62,16,1:17,54,172,0,0,25,0,0,,,62,16,11,4,4,6,3,1,0,0,0,0,0,0
256,2022-04-18,daaa308c,15,10,2:05,23,687,0,0,0,0,2,3,3,15,10,6,4,5,1,2,1,1,0,0,0,0,0
257,2022-04-18,65f27eeb,69,36,1:40,76,153,0,0,25,0,1,,,69,36,30,5,14,9,8,4,0,0,0,0,0,5
258,2022-04-18,cb3f2d09,74,29,2:01,115,168,0,0,24,0,1,,,74,29,25,3,12,7,9,4,0,0,0,0,0,5
259,2022-04-18,18183ed9,70,29,1:23,65,166,0,0,23,0,3,,,70,29,24,0,14,11,8,1,0,0,0,0,0,5
260,2022-04-18,9fd16759,86,25,1:36,84,175,0,0,25,0,0,,,86,25,18,9,8,13,5,1,0,0,1,0,0,0
261,2022-04-19,daaa308c,14,13,1:38,23,685,0,0,0,0,0,1,1,14,13,7,6,6,2,2,2,0,0,0,0,0,1
262,2022-04-19,65f27eeb,35,19,2:18,60,146,0,0,0,0,0,,,35,19,11,2,5,0,10,5,0,0,0,0,0,4
263,2022-04-19,cb3f2d09,41,24,1:54,71,163,0,0,0,0,0,,,41,24,19,0,7,6,9,1,0,1,0,0,1,7
264,2022-04-19,18183ed9,44,17,2:01,62,167,0,0,1,0,0,,,44,17,13,0,5,5,7,1,0,0,0,0,0,4
265,2022-04-19,9fd16759,61,21,1:50,71,186,0,0,16,0,0,,,61,21,15,6,7,11,4,2,0,0,0,0,0,0
266,2022-04-20,daaa308c,13,11,1:44,18,685,0,0,0,0,0,0,0,13,11,6,1,1,0,3,1,0,0,0,4,0,2
267,2022-04-20,65f27eeb,43,25,1:52,70,136,0,0,1,0,0,0,0,43,25,18,0,8,4,11,6,0,0,0,0,0,6
268,2022-04-20,cb3f2d09,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,2022-04-20,18183ed9,52,25,1:33,63,159,0,0,0,0,0,0,1,52,25,16,0,7,8,11,2,0,0,0,0,0,7
270,2022-04-20,9fd16759,48,9,1:45,45,185,0,0,0,0,0,0,0,48,9,5,2,1,9,4,2,0,0,0,0,0,0
271,2022-04-21,daaa308c,15,11,2:01,24,685,0,0,0,0,2,0,0,15,11,6,2,1,0,1,1,0,0,0,0,1,0
272,2022-04-21,65f27eeb,50,30,2:04,89,133,0,0,11,0,0,0,0,50,30,27,0,10,5,6,1,0,0,0,0,0,8
273,2022-04-21,cb3f2d09,61,31,2:03,90,154,0,0,0,0,0,0,0,61,31,28,0,14,7,7,1,0,0,0,0,0,3
274,2022-04-21,18183ed9,21,7,2:05,23,155,0,0,0,0,0,0,0,21,7,6,0,4,2,1,0,0,0,0,0,0,2
275,2022-04-21,9fd16759,61,20,1:31,65,135,0,0,0,0,0,0,0,61,20,14,13,11,17,3,0,0,0,0,0,0,0
276,2022-04-22,daaa308c,15,12,2:15,31,686,0,0,0,0,0,0,0,15,12,5,0,0,0,2,0,0,0,0,0,1,1
277,2022-04-22,65f27eeb,49,15,1:36,49,116,0,0,0,0,0,0,0,49,15,11,0,3,2,6,4,0,0,0,0,0,4
278,2022-04-22,cb3f2d09,47,23,1:45,73,146,0,0,1,0,0,0,0,47,23,22,0,7,7,6,3,0,0,0,0,0,5
279,2022-04-22,18183ed9,49,21,1:53,65,154,0,0,1,0,0,0,0,49,21,13,0,6,8,8,2,0,0,0,0,0,5
280,2022-04-22,9fd16759,53,14,1:55,73,191,0,0,0,0,0,0,0,53,14,11,9,7,8,1,0,0,0,0,0,0,0
281,2022-04-25,daaa308c,15,11,1:51,27,686,0,0,0,0,0,0,0,15,11,7,2,2,1,2,1,0,0,0,0,0,1
282,2022-04-25,65f27eeb,38,17,1:48,48,130,0,0,18,0,2,0,0,38,17,15,0,3,6,4,2,0,0,0,0,0,8
283,2022-04-25,cb3f2d09,38,30,2:12,83,139,0,0,0,0,0,0,0,38,30,26,0,12,3,10,2,0,0,0,0,0,3
284,2022-04-25,18183ed9,38,16,2:16,56,158,0,0,10,0,6,0,0,38,16,10,0,5,8,11,4,0,0,0,0,0,4
285,2022-04-25,9fd16759,63,14,1:44,52,202,0,0,13,0,0,0,0,63,14,11,7,5,8,2,0,0,0,0,0,0,0
286,2022-04-26,daaa308c,15,8,1:52,20,687,0,0,1,0,0,0,0,15,8,6,2,2,1,0,0,0,0,0,0,0,1
287,2022-04-26,65f27eeb,55,22,2:01,64,143,0,0,18,0,0,0,0,55,22,18,0,2,5,4,3,0,0,0,0,0,8
288,2022-04-26,cb3f2d09,31,20,1:58,63,131,0,0,2,0,0,0,0,31,20,16,0,10,4,7,4,0,0,0,0,0,3
289,2022-04-26,18183ed9,50,25,2:03,69,156,0,0,0,0,2,0,0,50,25,22,0,9,5,10,2,0,0,0,0,0,3
290,2022-04-26,9fd16759,54,14,1:46,49,201,0,0,0,0,0,0,0,54,14,12,8,7,10,4,3,0,0,0,0,0,0
291,2022-04-27,daaa308c,13,10,1:30,32,687,0,0,0,0,0,0,0,13,10,7,3,2,0,1,1,0,0,0,0,0,0
292,2022-04-27,65f27eeb,47,26,2:39,92,161,0,0,20,0,0,0,0,47,26,24,2,8,7,7,5,0,0,0,0,0,10
293,2022-04-27,cb3f2d09,44,28,2:10,106,140,0,0,20,0,0,0,0,44,28,27,0,14,6,3,2,0,0,0,0,0,7
294,2022-04-27,18183ed9,51,23,1:54,74,158,0,0,14,0,0,0,0,51,23,23,0,8,5,4,1,0,0,0,0,0,10
295,2022-04-27,9fd16759,72,20,1:32,71,220,0,0,23,0,0,0,0,72,20,16,4,4,7,3,1,0,0,0,0,0,0
296,2022-04-28,daaa308c,15,11,1:18,17,687,0,0,0,0,2,0,0,15,11,9,2,2,2,1,1,0,0,0,0,0,1
297,2022-04-28,65f27eeb,61,24,1:37,56,172,0,0,23,0,0,0,0,61,24,15,0,3,0,6,3,0,0,0,0,0,7
298,2022-04-28,cb3f2d09,37,22,1:40,61,151,0,0,21,0,0,0,0,37,22,19,0,7,8,4,1,0,0,0,0,0,3
299,2022-04-28,18183ed9,50,25,2:22,85,165,0,0,6,0,6,0,0,50,25,20,0,9,5,8,5,0,0,0,0,0,13
300,2022-04-28,9fd16759,53,13,1:30,67,232,0,0,18,0,0,0,0,53,13,12,4,4,8,2,1,0,0,0,0,0,0
301,2022-04-29,daaa308c,15,10,1:17,11,687,0,0,0,0,1,0,0,15,10,7,2,2,1,0,0,0,0,0,0,0,1
302,2022-04-29,65f27eeb,44,19,1:53,58,160,0,0,4,0,2,0,0,44,19,12,0,5,4,5,3,0,0,0,0,0,4
303,2022-04-29,cb3f2d09,35,20,2:14,71,146,0,0,2,0,0,0,0,35,20,19,0,11,5,4,0,0,0,0,0,0,3
304,2022-04-29,18183ed9,42,20,2:20,72,164,0,0,4,0,2,0,0,42,20,19,0,8,6,5,1,0,0,0,0,0,7
305,2022-04-29,9fd16759,56,16,1:43,77,242,0,0,16,0,0,0,0,56,16,14,4,2,5,1,0,0,0,0,0,0,1
306,2022-05-05,daaa308c,15,9,1:15,16,686,0,0,0,0,0,0,0,15,9,7,1,1,0,1,1,0,0,0,0,0,3
307,2022-05-05,65f27eeb,42,18,1:39,44,155,0,0,17,0,0,0,0,42,18,15,1,5,4,5,3,0,0,0,0,0,5
308,2022-05-05,cb3f2d09,37,24,1:42,64,148,0,0,8,0,0,0,0,37,24,23,0,10,6,4,0,0,0,0,0,0,5
309,2022-05-05,18183ed9,42,19,1:45,56,172,0,0,6,0,0,0,0,42,19,14,0,6,7,7,0,0,0,0,0,0,7
310,2022-05-05,9fd16759,50,14,1:53,60,240,0,0,2,0,0,0,0,50,14,12,4,3,11,6,1,0,0,0,0,0,0
311,2022-05-06,daaa308c,15,12,1:23,16,686,0,0,0,0,0,0,0,15,12,7,2,2,2,2,0,0,0,0,0,0,1
312,2022-05-06,65f27eeb,43,21,1:31,48,148,0,0,11,0,0,0,0,43,21,18,0,7,5,5,2,0,0,0,0,0,6
313,2022-05-06,cb3f2d09,37,27,1:51,63,158,0,0,16,0,0,0,0,37,27,27,0,6,8,2,0,0,0,0,0,0,8
314,2022-05-06,18183ed9,41,22,2:38,68,175,0,0,12,0,2,0,0,41,22,22,0,7,4,4,1,0,0,0,0,0,8
315,2022-05-06,9fd16759,50,8,1:37,50,230,0,0,0,0,0,0,1,50,8,3,2,1,7,3,1,0,0,0,0,0,0
316,2022-05-11,daaa308c,17,12,1:24,22,687,0,0,0,0,0,0,0,17,12,6,2,2,2,5,3,0,0,0,1,1,0
317,2022-05-11,65f27eeb,50,30,2:03,92,150,0,0,19,0,0,0,0,50,30,24,0,9,2,6,2,0,0,0,0,0,10
318,2022-05-11,cb3f2d09,34,23,2:01,62,159,0,0,3,0,0,0,0,34,23,18,0,7,1,7,1,0,0,0,0,0,3
319,2022-05-11,18183ed9,47,17,1:49,50,188,0,0,3,0,3,0,0,47,17,14,0,6,2,7,3,0,0,0,0,0,9
320,2022-05-11,9fd16759,47,16,2:01,64,234,0,0,15,0,0,0,0,47,16,12,5,4,5,5,0,0,0,0,0,0,0
321,2022-05-12,daaa308c,15,12,1:44,20,687,0,0,0,0,0,0,0,15,12,8,4,3,1,2,1,0,0,0,0,0,2
322,2022-05-12,65f27eeb,51,23,1:39,61,144,0,0,11,0,0,0,0,51,23,18,2,8,8,8,6,0,0,0,0,0,3
323,2022-05-12,cb3f2d09,42,26,1:42,61,161,0,0,6,0,0,0,0,42,26,21,3,12,5,9,0,0,0,0,0,0,4
324,2022-05-12,18183ed9,47,26,2:19,83,193,0,0,13,0,4,0,0,47,26,21,5,5,6,4,1,0,0,0,0,0,13
325,2022-05-12,9fd16759,53,19,1:34,65,241,0,0,20,0,0,0,0,53,19,12,2,5,7,2,0,0,0,0,0,0,0
326,2022-05-13,daaa308c,14,11,1:49,23,687,0,0,0,0,0,0,0,14,11,7,3,3,0,1,1,0,0,0,0,0,2
327,2022-05-13,65f27eeb,60,30,1:17,60,138,0,0,11,0,1,0,0,60,30,24,2,5,7,5,5,0,0,0,0,0,2
328,2022-05-13,cb3f2d09,34,13,1:42,44,183,0,0,24,0,3,0,0,34,13,12,4,3,7,2,0,0,0,0,0,0,3
329,2022-05-13,18183ed9,43,23,2:16,79,199,0,0,8,0,5,0,0,43,23,15,3,8,8,8,5,0,0,0,0,0,9
330,2022-05-13,9fd16759,62,12,2:00,67,231,0,0,5,0,1,0,0,62,12,11,1,4,4,1,0,0,0,0,0,0,0
331,2022-05-16,daaa308c,14,9,1:39,19,687,0,0,0,0,0,0,0,14,9,5,1,0,1,2,1,0,0,0,0,1,1
332,2022-05-16,65f27eeb,49,16,1:31,48,144,0,0,17,0,0,0,0,49,16,15,2,8,2,3,2,0,0,0,0,0,2
333,2022-05-16,cb3f2d09,44,20,2:03,63,175,0,0,2,0,2,0,0,44,20,20,3,6,4,4,0,0,0,0,0,0,5
334,2022-05-16,18183ed9,48,13,2:07,61,202,0,0,6,0,0,0,0,48,13,10,5,4,5,2,1,0,0,0,0,0,8
335,2022-05-16,9fd16759,51,12,1:31,47,220,0,0,0,0,0,0,0,51,12,9,2,4,6,3,0,0,0,0,0,0,0
336,2022-05-17,daaa308c,15,12,2:01,24,687,0,0,0,0,0,0,0,15,12,8,4,2,0,2,2,0,0,0,0,0,0
337,2022-05-17,65f27eeb,52,23,1:42,49,138,0,0,7,0,2,0,0,52,23,19,2,6,4,6,5,0,0,0,0,0,7
338,2022-05-17,cb3f2d09,37,18,1:31,56,169,0,0,0,0,1,0,0,37,18,17,1,7,4,3,0,0,0,0,0,0,2
339,2022-05-17,18183ed9,46,22,1:53,73,203,0,0,7,0,1,0,0,46,22,15,3,6,2,7,1,0,0,0,0,0,13
340,2022-05-17,9fd16759,60,11,1:52,62,228,0,0,12,0,0,0,0,60,11,9,1,4,7,2,0,0,0,0,0,0,0
341,2022-05-18,daaa308c,12,11,1:46,19,687,0,0,0,0,0,0,0,12,11,6,1,1,1,2,1,0,0,0,0,0,1
342,2022-05-18,65f27eeb,59,31,1:36,57,148,0,0,17,0,0,0,0,59,31,27,2,11,8,9,7,0,0,0,0,0,6
343,2022-05-18,cb3f2d09,48,21,2:06,81,165,0,0,5,0,0,0,0,48,21,18,0,5,6,6,0,0,0,0,0,0,4
344,2022-05-18,18183ed9,46,28,2:29,94,198,0,0,1,0,2,0,0,46,28,22,3,15,8,13,5,0,0,0,0,0,6
345,2022-05-18,9fd16759,64,17,2:04,74,234,0,0,14,0,0,0,0,64,17,15,1,5,8,3,1,0,0,0,0,0,0
346,2022-05-19,daaa308c,15,12,1:38,19,685,0,0,0,0,0,0,0,15,12,9,5,4,1,2,1,0,0,0,0,0,4
347,2022-05-19,65f27eeb,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,2022-05-19,cb3f2d09,42,23,1:49,63,171,0,0,15,0,1,0,0,42,23,23,1,12,9,5,0,0,0,0,0,0,7
349,2022-05-19,18183ed9,53,22,1:51,68,194,0,0,0,0,1,0,0,53,22,16,3,10,7,8,3,0,0,0,0,0,6
350,2022-05-19,9fd16759,44,15,2:03,63,224,0,0,0,0,0,0,0,44,15,10,2,7,10,3,0,0,0,0,0,0,0
351,2022-05-20,daaa308c,15,12,1:00,13,685,0,0,0,0,1,0,0,15,12,9,1,1,0,3,2,0,0,0,0,0,1
352,2022-05-20,65f27eeb,44,18,1:25,31,139,0,0,0,0,0,0,0,44,18,11,2,4,4,7,5,0,0,0,0,0,1
353,2022-05-20,cb3f2d09,27,13,2:24,52,165,0,0,0,0,0,0,0,27,13,13,1,4,0,0,0,0,0,0,0,0,1
354,2022-05-20,18183ed9,37,15,2:13,53,190,0,0,1,0,2,0,0,37,15,9,3,7,4,7,4,0,0,0,0,0,5
355,2022-05-20,9fd16759,51,19,2:31,90,228,0,0,15,0,0,0,0,51,19,13,2,10,11,8,0,0,0,0,0,0,0
356,2022-05-23,daaa308c,15,14,1:30,28,686,0,0,0,0,1,0,0,15,14,5,2,2,1,3,0,0,0,0,1,1,2
357,2022-05-23,65f27eeb,80,37,1:52,93,144,0,0,22,0,0,0,0,80,37,25,4,10,6,13,9,0,0,0,0,0,7
358,2022-05-23,cb3f2d09,62,32,2:01,107,160,0,0,3,0,0,0,0,62,32,32,2,9,5,3,2,0,0,0,0,0,6
359,2022-05-23,18183ed9,38,22,2:02,64,191,0,0,7,0,4,0,0,38,22,18,5,5,6,7,4,0,0,0,0,2,9
360,2022-05-23,9fd16759,58,22,1:57,85,231,0,0,10,0,1,0,0,58,22,16,3,7,10,4,1,0,0,0,0,0,0
361,2022-05-24,daaa308c,15,12,1:15,21,687,0,0,0,0,0,0,0,15,12,7,1,0,0,2,1,0,0,0,3,0,0
362,2022-05-24,65f27eeb,41,21,1:29,47,141,0,0,6,0,0,0,0,41,21,15,3,7,2,6,3,0,0,0,0,0,5
363,2022-05-24,cb3f2d09,51,23,1:27,62,162,0,0,10,0,0,0,0,51,23,23,2,9,7,3,0,0,0,0,0,0,6
364,2022-05-24,18183ed9,61,25,1:47,76,195,0,0,11,0,0,0,0,61,25,17,4,12,7,6,5,0,0,0,0,1,8
365,2022-05-24,9fd16759,57,19,2:37,102,243,0,0,14,0,0,0,0,57,19,16,1,6,6,5,1,0,0,0,0,0,0
366,2022-05-25,daaa308c,15,14,1:51,20,686,0,0,0,0,0,0,0,15,14,0,2,0,0,0,0,0,0,0,0,0,0
367,2022-05-25,65f27eeb,50,26,1:52,64,144,0,0,16,0,0,0,0,50,26,17,4,10,5,10,6,0,0,0,0,10,6
368,2022-05-25,cb3f2d09,40,16,2:01,73,169,0,0,14,0,0,0,0,40,16,15,3,5,3,4,0,0,0,0,0,0,4
369,2022-05-25,18183ed9,47,26,2:51,96,194,0,0,2,0,0,0,0,47,26,20,6,13,7,12,11,0,0,0,0,1,3
370,2022-05-25,9fd16759,38,13,2:19,55,239,0,0,3,0,0,0,0,38,13,10,3,5,5,3,2,0,0,0,0,0,0
371,2022-05-26,daaa308c,15,13,2:03,22,684,0,0,0,0,0,0,0,15,13,8,4,2,1,3,0,0,0,0,0,4,3
372,2022-05-26,65f27eeb,55,23,1:37,61,154,0,0,17,0,0,0,0,55,23,21,2,11,2,3,1,0,0,0,0,0,9
373,2022-05-26,cb3f2d09,40,15,1:30,47,176,0,0,9,0,0,0,0,40,15,15,1,3,4,0,0,0,0,0,0,0,5
374,2022-05-26,18183ed9,55,27,2:17,105,183,0,0,0,0,0,0,0,55,27,19,3,10,5,11,8,0,0,0,0,2,6
375,2022-05-26,9fd16759,55,14,2:00,59,230,0,0,0,0,0,0,0,55,14,7,2,4,7,5,2,0,0,0,0,0,0
376,2022-05-27,daaa308c,13,13,1:26,17,684,0,0,0,0,0,0,0,13,13,8,5,2,2,3,0,0,0,0,0,0,2
377,2022-05-27,65f27eeb,45,15,1:43,43,152,0,0,12,0,1,0,0,45,15,11,1,6,3,5,3,0,0,0,0,0,1
378,2022-05-27,cb3f2d09,44,20,1:53,58,169,0,0,7,0,1,0,0,44,20,18,2,6,6,3,0,0,0,0,0,0,4
379,2022-05-27,18183ed9,18,6,1:41,23,182,0,0,1,0,0,0,0,18,6,3,1,2,1,3,1,0,0,0,0,0,1
380,2022-05-27,9fd16759,41,10,1:42,36,229,0,0,0,0,0,0,0,41,10,7,3,1,2,0,0,0,0,0,0,0,0
381,2022-05-30,daaa308c,16,12,1:08,11,685,0,0,0,0,0,0,0,16,12,6,2,1,0,4,1,0,0,0,3,1,1
382,2022-05-30,65f27eeb,58,31,1:53,86,156,0,0,17,0,0,0,0,58,31,25,1,11,5,8,6,0,0,0,0,0,10
383,2022-05-30,cb3f2d09,30,18,1:26,47,163,0,0,2,0,0,0,0,30,18,16,3,5,1,2,0,0,0,0,0,0,4
384,2022-05-30,18183ed9,54,24,2:08,82,190,0,0,16,0,0,0,0,54,24,16,2,2,4,5,3,0,0,0,0,0,12
